sample-id	Assay Type	Bases	BioProject	BioSample	Bytes	Center Name	Experiment	geo_loc_name_country	geo_loc_name_country_continent	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	Sample Name	SRA Study	history_of_host_infection	disease_stage	PH
ERR5711177	AMPLICON	19597578	PRJEB33108	SAMEA8562091	14451207	UA	ERX5426555	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562091	ERP115874	VVC	N/A	N/A
ERR5711178	AMPLICON	27724456	PRJEB33108	SAMEA8562171	20309101	UA	ERX5426556	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562171	ERP115874	VVC	N/A	N/A
ERR5711179	AMPLICON	19179914	PRJEB33108	SAMEA8562092	14038226	UA	ERX5426557	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562092	ERP115874	VVC	N/A	N/A
ERR5711180	AMPLICON	18672392	PRJEB33108	SAMEA8562172	13694677	UA	ERX5426558	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562172	ERP115874	VVC	N/A	N/A
ERR5711181	AMPLICON	27640120	PRJEB33108	SAMEA8562097	20275940	UA	ERX5426559	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562097	ERP115874	VVC	N/A	N/A
ERR5711182	AMPLICON	5418086	PRJEB33108	SAMEA8562177	4022937	UA	ERX5426560	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562177	ERP115874	VVC	N/A	N/A
ERR5711183	AMPLICON	42229244	PRJEB33108	SAMEA8562098	31187733	UA	ERX5426561	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562098	ERP115874	VVC	N/A	N/A
ERR5711186	AMPLICON	41048038	PRJEB33108	SAMEA8562179	30160246	UA	ERX5426564	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562179	ERP115874	VVC	N/A	N/A
ERR5711187	AMPLICON	28684782	PRJEB33108	SAMEA8562100	20980399	UA	ERX5426565	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562100	ERP115874	VVC	N/A	N/A
ERR5711188	AMPLICON	39063632	PRJEB33108	SAMEA8562180	28600399	UA	ERX5426566	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562180	ERP115874	VVC	N/A	N/A
ERR5711189	AMPLICON	20983098	PRJEB33108	SAMEA8562109	15270090	UA	ERX5426567	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562109	ERP115874	VVC	N/A	N/A
ERR5711190	AMPLICON	17805438	PRJEB33108	SAMEA8562189	12909630	UA	ERX5426568	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562189	ERP115874	VVC	N/A	N/A
ERR5711193	AMPLICON	46144342	PRJEB33108	SAMEA8562111	34274174	UA	ERX5426571	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562111	ERP115874	VVC	N/A	N/A
ERR5711194	AMPLICON	6635938	PRJEB33108	SAMEA8562191	4973231	UA	ERX5426572	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562191	ERP115874	VVC	N/A	N/A
ERR5711197	AMPLICON	30656638	PRJEB33108	SAMEA8562113	22988224	UA	ERX5426575	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562113	ERP115874	VVC	N/A	N/A
ERR5711198	AMPLICON	27709396	PRJEB33108	SAMEA8562193	20684771	UA	ERX5426576	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562193	ERP115874	VVC	N/A	N/A
ERR5711199	AMPLICON	7652488	PRJEB33108	SAMEA8562114	5734000	UA	ERX5426577	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562114	ERP115874	VVC	N/A	N/A
ERR5711200	AMPLICON	138050	PRJEB33108	SAMEA8562194	181472	UA	ERX5426578	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562194	ERP115874	VVC	N/A	N/A
ERR5711201	AMPLICON	17853630	PRJEB33108	SAMEA8562115	13432106	UA	ERX5426579	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562115	ERP115874	VVC	N/A	N/A
ERR5711202	AMPLICON	29162686	PRJEB33108	SAMEA8562195	21820982	UA	ERX5426580	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562195	ERP115874	VVC	N/A	N/A
ERR5711203	AMPLICON	25738544	PRJEB33108	SAMEA8562116	19315699	UA	ERX5426581	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562116	ERP115874	VVC	N/A	N/A
ERR5711204	AMPLICON	19760728	PRJEB33108	SAMEA8562196	14856240	UA	ERX5426582	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562196	ERP115874	VVC	N/A	N/A
ERR5711205	AMPLICON	10632360	PRJEB33108	SAMEA8562117	8126877	UA	ERX5426583	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562117	ERP115874	VVC	N/A	N/A
ERR5711206	AMPLICON	10150440	PRJEB33108	SAMEA8562197	7739237	UA	ERX5426584	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562197	ERP115874	VVC	N/A	N/A
ERR5711207	AMPLICON	13735724	PRJEB33108	SAMEA8562118	10215059	UA	ERX5426585	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562118	ERP115874	VVC	N/A	N/A
ERR5711208	AMPLICON	50129720	PRJEB33108	SAMEA8562198	37253281	UA	ERX5426586	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562198	ERP115874	VVC	N/A	N/A
ERR5711209	AMPLICON	17023322	PRJEB33108	SAMEA8562119	12966350	UA	ERX5426587	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562119	ERP115874	VVC	N/A	N/A
ERR5711210	AMPLICON	16290904	PRJEB33108	SAMEA8562199	12407780	UA	ERX5426588	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562199	ERP115874	VVC	N/A	N/A
ERR5711211	AMPLICON	19722074	PRJEB33108	SAMEA8562120	14926392	UA	ERX5426589	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562120	ERP115874	VVC	N/A	N/A
ERR5711212	AMPLICON	18725102	PRJEB33108	SAMEA8562200	14196543	UA	ERX5426590	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562200	ERP115874	VVC	N/A	N/A
ERR5711403	AMPLICON	26104	PRJEB33108	SAMEA8562432	98797	UA	ERX5426781	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562432	ERP115874	VVC	N/A	N/A
ERR5711405	AMPLICON	51170366	PRJEB33108	SAMEA8562430	35865445	UA	ERX5426783	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562430	ERP115874	VVC	N/A	N/A
ERR5711406	AMPLICON	5522	PRJEB33108	SAMEA8562434	83067	UA	ERX5426784	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562434	ERP115874	VVC	N/A	N/A
ERR5711408	AMPLICON	53640206	PRJEB33108	SAMEA8562431	37442151	UA	ERX5426786	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562431	ERP115874	VVC	N/A	N/A
ERR5711410	AMPLICON	183732	PRJEB33108	SAMEA8562437	216975	UA	ERX5426788	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562437	ERP115874	VVC	N/A	N/A
ERR5711411	AMPLICON	35873924	PRJEB33108	SAMEA8562438	24480437	UA	ERX5426789	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562438	ERP115874	VVC	N/A	N/A
ERR5711412	AMPLICON	40756878	PRJEB33108	SAMEA8562439	27703804	UA	ERX5426790	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562439	ERP115874	VVC	N/A	N/A
ERR5711413	AMPLICON	37331732	PRJEB33108	SAMEA8562440	25212794	UA	ERX5426791	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562440	ERP115874	VVC	N/A	N/A
ERR5711414	AMPLICON	82255712	PRJEB33108	SAMEA8562441	55138494	UA	ERX5426792	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562441	ERP115874	VVC	N/A	N/A
ERR5711416	AMPLICON	13209126	PRJEB33108	SAMEA8562443	8695932	UA	ERX5426794	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562443	ERP115874	VVC	N/A	N/A
ERR5711417	AMPLICON	46856680	PRJEB33108	SAMEA8562444	33050241	UA	ERX5426795	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562444	ERP115874	VVC	N/A	N/A
ERR5711418	AMPLICON	51005710	PRJEB33108	SAMEA8562445	35849760	UA	ERX5426796	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562445	ERP115874	VVC	N/A	N/A
ERR5711419	AMPLICON	25100	PRJEB33108	SAMEA8562446	98035	UA	ERX5426797	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562446	ERP115874	VVC	N/A	N/A
ERR5711420	AMPLICON	26606	PRJEB33108	SAMEA8562447	99262	UA	ERX5426798	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562447	ERP115874	VVC	N/A	N/A
ERR5711421	AMPLICON	331320	PRJEB33108	SAMEA8562448	329360	UA	ERX5426799	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562448	ERP115874	VVC	N/A	N/A
ERR5711422	AMPLICON	399592	PRJEB33108	SAMEA8562449	379604	UA	ERX5426800	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562449	ERP115874	VVC	N/A	N/A
ERR5711423	AMPLICON	9036	PRJEB33108	SAMEA8562450	85999	UA	ERX5426801	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562450	ERP115874	VVC	N/A	N/A
ERR5711424	AMPLICON	20582	PRJEB33108	SAMEA8562451	94810	UA	ERX5426802	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562451	ERP115874	VVC	N/A	N/A
ERR5711426	AMPLICON	227908	PRJEB33108	SAMEA8562453	250458	UA	ERX5426804	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562453	ERP115874	VVC	N/A	N/A
ERR5711427	AMPLICON	95380	PRJEB33108	SAMEA8562454	142956	UA	ERX5426805	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562454	ERP115874	VVC	N/A	N/A
ERR5711428	AMPLICON	38152	PRJEB33108	SAMEA8562455	107061	UA	ERX5426806	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562455	ERP115874	VVC	N/A	N/A
ERR5711429	AMPLICON	2600862	PRJEB33108	SAMEA8562456	1909673	UA	ERX5426807	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562456	ERP115874	VVC	N/A	N/A
ERR5711430	AMPLICON	4518	PRJEB33108	SAMEA8562457	82361	UA	ERX5426808	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562457	ERP115874	VVC	N/A	N/A
ERR5711431	AMPLICON	54562882	PRJEB33108	SAMEA8562458	36872577	UA	ERX5426809	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562458	ERP115874	VVC	N/A	N/A
ERR5711432	AMPLICON	1596862	PRJEB33108	SAMEA8562459	1216523	UA	ERX5426810	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562459	ERP115874	VVC	N/A	N/A
ERR5711434	AMPLICON	27636104	PRJEB33108	SAMEA8562461	19727638	UA	ERX5426812	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562461	ERP115874	VVC	N/A	N/A
ERR5711435	AMPLICON	478406	PRJEB33108	SAMEA8562321	395948	UA	ERX5426813	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562321	ERP115874	VVC	N/A	N/A
ERR5711436	AMPLICON	784626	PRJEB33108	SAMEA8562401	595200	UA	ERX5426814	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562401	ERP115874	VVC	N/A	N/A
ERR5711437	AMPLICON	6915050	PRJEB33108	SAMEA8562322	4352945	UA	ERX5426815	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562322	ERP115874	VVC	N/A	N/A
ERR5711438	AMPLICON	84838	PRJEB33108	SAMEA8562402	142130	UA	ERX5426816	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562402	ERP115874	VVC	N/A	N/A
ERR5711439	AMPLICON	32746966	PRJEB33108	SAMEA8562323	21870807	UA	ERX5426817	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562323	ERP115874	VVC	N/A	N/A
ERR5711440	AMPLICON	19508222	PRJEB33108	SAMEA8562403	13014997	UA	ERX5426818	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562403	ERP115874	VVC	N/A	N/A
ERR5711441	AMPLICON	36672606	PRJEB33108	SAMEA8562324	23197743	UA	ERX5426819	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562324	ERP115874	VVC	N/A	N/A
ERR5711442	AMPLICON	57629098	PRJEB33108	SAMEA8562404	36712424	UA	ERX5426820	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562404	ERP115874	VVC	N/A	N/A
ERR5711443	AMPLICON	44363246	PRJEB33108	SAMEA8562325	28639625	UA	ERX5426821	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562325	ERP115874	VVC	N/A	N/A
ERR5711444	AMPLICON	38873374	PRJEB33108	SAMEA8562405	25354954	UA	ERX5426822	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562405	ERP115874	VVC	N/A	N/A
ERR5711445	AMPLICON	16709572	PRJEB33108	SAMEA8562326	10693380	UA	ERX5426823	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562326	ERP115874	VVC	N/A	N/A
ERR5711446	AMPLICON	20771756	PRJEB33108	SAMEA8562406	13495665	UA	ERX5426824	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562406	ERP115874	VVC	N/A	N/A
ERR5711447	AMPLICON	124998	PRJEB33108	SAMEA8562327	153727	UA	ERX5426825	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562327	ERP115874	VVC	N/A	N/A
ERR5711448	AMPLICON	172688	PRJEB33108	SAMEA8562407	184127	UA	ERX5426826	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562407	ERP115874	VVC	N/A	N/A
ERR5711449	AMPLICON	309232	PRJEB33108	SAMEA8562328	297247	UA	ERX5426827	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562328	ERP115874	VVC	N/A	N/A
ERR5711450	AMPLICON	657620	PRJEB33108	SAMEA8562408	548465	UA	ERX5426828	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562408	ERP115874	VVC	N/A	N/A
ERR5711451	AMPLICON	58362018	PRJEB33108	SAMEA8562329	37393412	UA	ERX5426829	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:19	SAMEA8562329	ERP115874	VVC	N/A	N/A
ERR5711452	AMPLICON	48984156	PRJEB33108	SAMEA8562409	31826689	UA	ERX5426830	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:20	SAMEA8562409	ERP115874	VVC	N/A	N/A
ERR5711453	AMPLICON	21625156	PRJEB33108	SAMEA8562330	13460982	UA	ERX5426831	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562330	ERP115874	VVC	N/A	N/A
ERR5711454	AMPLICON	25071888	PRJEB33108	SAMEA8562410	15894829	UA	ERX5426832	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:47	SAMEA8562410	ERP115874	VVC	N/A	N/A
ERR5711456	AMPLICON	55587966	PRJEB33108	SAMEA8562411	36125247	UA	ERX5426834	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:47	SAMEA8562411	ERP115874	VVC	N/A	N/A
ERR5711457	AMPLICON	145580	PRJEB33108	SAMEA8562332	181302	UA	ERX5426835	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562332	ERP115874	VVC	N/A	N/A
ERR5711458	AMPLICON	176202	PRJEB33108	SAMEA8562412	205290	UA	ERX5426836	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562412	ERP115874	VVC	N/A	N/A
ERR5711459	AMPLICON	22034788	PRJEB33108	SAMEA8562333	13565930	UA	ERX5426837	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:47	SAMEA8562333	ERP115874	VVC	N/A	N/A
ERR5711460	AMPLICON	22396228	PRJEB33108	SAMEA8562413	13981876	UA	ERX5426838	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562413	ERP115874	VVC	N/A	N/A
ERR5711461	AMPLICON	397584	PRJEB33108	SAMEA8562334	362289	UA	ERX5426839	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562334	ERP115874	VVC	N/A	N/A
ERR5711462	AMPLICON	1309216	PRJEB33108	SAMEA8562414	1003690	UA	ERX5426840	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562414	ERP115874	VVC	N/A	N/A
ERR5711463	AMPLICON	130018	PRJEB33108	SAMEA8562335	174574	UA	ERX5426841	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562335	ERP115874	VVC	N/A	N/A
ERR5711464	AMPLICON	271582	PRJEB33108	SAMEA8562415	283417	UA	ERX5426842	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562415	ERP115874	VVC	N/A	N/A
ERR5711465	AMPLICON	12550	PRJEB33108	SAMEA8562336	88332	UA	ERX5426843	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562336	ERP115874	VVC	N/A	N/A
ERR5711466	AMPLICON	21586	PRJEB33108	SAMEA8562416	94852	UA	ERX5426844	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562416	ERP115874	VVC	N/A	N/A
ERR5711467	AMPLICON	13106216	PRJEB33108	SAMEA8562345	8493376	UA	ERX5426845	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562345	ERP115874	VVC	N/A	N/A
ERR5711471	AMPLICON	2789112	PRJEB33108	SAMEA8562347	1851692	UA	ERX5426849	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562347	ERP115874	VVC	N/A	N/A
ERR5711472	AMPLICON	2660098	PRJEB33108	SAMEA8562428	1745358	UA	ERX5426850	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562428	ERP115874	VVC	N/A	N/A
ERR5711473	AMPLICON	1074782	PRJEB33108	SAMEA8562348	826949	UA	ERX5426851	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562348	ERP115874	VVC	N/A	N/A
ERR5711474	AMPLICON	1189740	PRJEB33108	SAMEA8562429	917546	UA	ERX5426852	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562429	ERP115874	VVC	N/A	N/A
ERR5711475	AMPLICON	252004	PRJEB33108	SAMEA8562273	256076	UA	ERX5426853	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562273	ERP115874	VVC	N/A	N/A
ERR5711476	AMPLICON	227406	PRJEB33108	SAMEA8562353	240997	UA	ERX5426854	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562353	ERP115874	VVC	N/A	N/A
ERR5711477	AMPLICON	113954	PRJEB33108	SAMEA8562274	158430	UA	ERX5426855	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562274	ERP115874	VVC	N/A	N/A
ERR5711478	AMPLICON	171684	PRJEB33108	SAMEA8562354	201238	UA	ERX5426856	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562354	ERP115874	VVC	N/A	N/A
ERR5711480	AMPLICON	1249478	PRJEB33108	SAMEA8562355	977891	UA	ERX5426858	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562355	ERP115874	VVC	N/A	N/A
ERR5711482	AMPLICON	764044	PRJEB33108	SAMEA8562356	630268	UA	ERX5426860	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562356	ERP115874	VVC	N/A	N/A
